depto,poblacion_total,poblacion_hombres,poblacion_mujeres,adolescents_out_of_school_count,adolescents_population_13_15,adolescents_out_of_school_rate,adult_literate_count,adult_population_15_plus,adult_literacy_rate,youth_literate_count,youth_population_15_24.x,youth_literacy_rate,primary_completion_count,primary_age_population,primary_school_age_population,primary_completion_rate,lower_secondary_completion_count,lower_secondary_age_population,lower_secondary_completion_rate,primary_enrolled_count,net_primary_enrollment_rate,secondary_enrolled_count,secondary_age_population,net_secondary_enrollment_rate,child_employment_count,child_population_7_14,child_employment_rate,youth_labor_force_count,youth_lfpr_rate,labor_force_count,population_15_plus,lfpr_rate,neet_count,neet_population_15_24,neet_rate,unemployment_count,labor_force_population_15_plus,unemployment_rate,youth_unemployment_count,youth_labor_force_population,youth_unemployment_rate,vulnerable_employment_count,employed_population,vulnerable_employment_rate,total_households,urban_households,rural_households,pct_urban_households,pct_rural_households,households_receiving_remittances,pct_households_receiving_remittances,total_emigrants_household,households_with_emigrants,households_with_1_emigrant,households_with_2plus_emigrants,pct_households_with_emigrants,depto_name,dept_geo_code,Country,ISO3
11,322385.82755727804,137301.60941156631,185084.21814571295,2233.2621338310587,32574.608232486295,6.855837276360092,170197.858294139,224507.8493326327,75.80931303741298,38046.191830052696,75425.70359023257,50.441944879622675,0,50399.757577640565,50399.757577640565,0,211.93982277328848,32574.608232486295,0.6506289231804889,48671.82602157395,96.57154788214062,30341.34609865524,32574.608232486295,93.14416272363992,1263.3264444111064,66582.4757522433,1.8973858063073632,29890.780365963616,39.62943524975535,134780.20855936292,224507.8493326327,60.03362865040476,22024.06600329643,75425.70359023257,29.19968254183908,4670.570095723876,134780.20855936292,3.4653233925415385,0,29890.780365963616,0,35018.19206469389,130109.63846363909,26.914371969821588,86026.71801993692,57607.68586514642,28419.032154790435,66.96487694880524,33.03512305119469,2306.8190713373947,2.681514678733627,575.4342685199999,482.30971552,482.30971552,93.124553,0.5606510705293017,Islas de la Bahía,HNIB,Honduras,HND
12,241721.77881112127,116589.46473164576,125132.3140794768,2136.218848587908,11140.631415818256,19.1750249052738,131548.0754186558,172929.2765852091,76.07044799833929,25449.890072145656,42838.47584700131,59.40895321075516,302.77117539041205,28681.673442640393,28681.673442640393,1.0556259068910847,0,11140.631415818256,0,27661.63186671225,96.44357719235562,9004.41256723035,11140.631415818256,80.82497509472623,1038.6828460074892,38180.74134193741,2.720436559115756,17971.709706070305,41.95226219125236,82983.95376210583,172929.2765852091,47.98722078804068,16141.726711343332,42838.47584700131,37.68044122063052,4288.426795197912,82983.95376210583,5.167778348440417,2449.091904701159,17971.709706070305,13.627484222460645,27041.385482309197,78695.52696690788,34.362036223075705,62550.6467482023,24255.867732693227,38294.77901550904,38.777964727263736,61.222035272736214,4606.790323613609,7.364896388934632,2344.2652319999997,2294.559303,2294.559303,24.8529645,3.6683222672928566,La Paz,HNLP,Honduras,HND
13,331856.3831458135,155903.83941255274,175952.54373326,16286.57945436967,28423.253585947223,57.30019402994011,169114.37848250853,225000.16339452312,75.16189140981977,47202.07948934031,59439.40587669624,79.41209841036839,3485.2326411607432,45959.88995069059,45959.88995069059,7.583204931299829,302.77117539041205,28423.253585947223,1.06522349552588,38413.29178109708,83.58003429144392,12136.67413157753,28423.253585947223,42.699805970059806,9836.71238751114,64145.517499592366,15.334995758002345,30791.868471686194,51.80379584473341,124746.82511389884,225000.16339452312,55.44299312137093,26253.380184155503,59439.40587669624,44.168308543690166,3948.395899352389,124746.82511389884,3.1651273655640897,1324.623892333053,30791.868471686194,4.3018626607575765,58083.61725010082,120798.42921454644,48.083089844604075,82881.2925026978,9702.347093077296,73178.94540962057,11.70631731251233,88.29368268748775,14010.742801485749,16.904590141411823,21896.65322306667,17459.874541333338,17459.874541333338,4436.7786817333335,21.066122419320397,Lempira,HNLE,Honduras,HND
14,146984.1614338599,71908.40543200115,75075.75600185854,2690.4583057609116,6052.086006624748,44.45505736065013,73952.85811473882,106318.06816855069,69.55812816077332,15290.625048599455,24455.660399042863,62.52386890847525,1907.4584049595965,18519.7570814956,18519.7570814956,10.29958652570812,0,6052.086006624748,0,15923.494252522814,85.98111834000836,3361.6277008638367,6052.086006624748,55.54494263934988,3379.262729774099,22328.786674115538,15.13410817656063,12511.871794843428,51.16145542867087,59982.8074991117,106318.06816855069,56.41826317236911,8033.141283571946,24455.660399042863,32.84777901105604,2465.288883431487,59982.8074991117,4.109992489878031,618.1578164220914,12511.871794843428,4.940570256457195,27716.171728454832,57517.51861568021,48.18735647072744,40367.55222651687,12127.93386634662,28239.618360170258,30.04376831741597,69.95623168258405,6266.989405288298,15.524818968764723,5341.967002799999,2662.717539699999,2662.717539699999,903.4560220999998,6.5961828073164614,Ocotepeque,HNOC,Honduras,HND
15,534127.9335975641,255049.92494414377,279078.008653425,13063.649935454,30176.384593248287,43.2909711071779,250809.8670362462,358304.829781203,69.99901932368647,62942.401542373125,89032.6405777797,70.69587191158963,1589.5486707996636,78962.7541030482,78962.7541030482,2.0130360052098313,353.23303795548077,30176.384593248287,1.170561161374228,72647.77378856321,92.002583513939,17112.734657794288,30176.384593248287,56.709028892822104,6721.278754517176,101643.60133081116,6.612594070375348,53579.8962212957,60.18005966529525,195952.08393252664,358304.829781203,54.68865269055507,29134.75183356305,89032.6405777797,32.723674873049134,6607.457712693739,195952.08393252664,3.371976240359314,2498.5556467407578,53579.8962212957,4.6632334568570695,70558.65020530298,189344.62621983295,37.26467004317459,135528.49632529775,45151.27680665814,90377.21951863969,33.3149691990128,66.68503080098725,34251.084781160986,25.272238466330332,56786.096475900005,42581.06574349996,42581.06574349996,9667.5049362,31.4185332959765,Olancho,HNOL,Honduras,HND
16,516620.6653323998,242786.5315032771,273834.1338291244,11154.910994308677,33618.684334331374,33.18068870088794,261868.7847166808,360950.9073813895,72.54969564046112,53610.37915644612,84477.174854881785,63.46137787933858,1413.644103935679,70949.69193567682,70949.69193567682,1.9924598195821517,3267.4721585569755,33618.684334331374,9.719214845121812,67293.8590717666,94.84728860102084,22463.773340022704,33618.684334331374,66.81931129911207,8517.950156673136,92309.91571299155,9.22755707323686,43326.37303804622,51.28766807421528,224019.3234981075,360950.9073813895,62.063654341060634,27140.73936219396,84477.174854881785,32.12789656947855,10176.810908008743,224019.3234981075,4.542827265566096,4391.984743148946,43326.37303804622,10.136977630904411,100140.04630153578,213842.5125900988,46.828876582407126,140335.65721154914,51543.71893197316,88791.93827957612,36.72888270603495,63.27111729396515,33523.79492103427,23.888294384440577,28995.284463471668,24342.90192643828,24342.90192643828,3927.0745392833337,17.346198685443536,Santa Bárbara,HNSB,Honduras,HND
17,203017.7750992143,92440.99395906196,110576.78114015351,4850.597029657064,14683.456818230668,33.0344352130669,112865.72897078868,141824.2697475882,79.58139264292458,21574.563494089824,32641.832814781705,66.0948287325333,423.87964554657697,27698.258793353365,27698.258793353365,1.5303476247694443,264.9247784666106,14683.456818230668,1.8042398445145809,26215.00181947364,94.64494506695976,9832.8597885736,14683.456818230668,66.96556478693309,2543.9596588101376,35830.49981109504,7.099983735148433,17959.748809385776,55.02065068249717,83119.27617303886,141824.2697475882,58.60723014542604,9340.63486977754,32641.832814781705,28.615534313832026,6836.393197701119,83119.27617303886,8.224798762045307,1448.2554556174712,17959.748809385776,8.063895943024615,31487.983632158554,76282.88297533772,41.27791504987905,49682.292040438115,21662.32982134492,28019.962219093188,43.60171186086425,56.39828813913574,10294.701301916826,20.721067565758876,21984.27562157,15134.702755769998,15134.702755769998,5005.926010199998,30.462972085610197,Valle,HNVA,Honduras,HND
18,583699.0181915793,278197.8284798216,305501.1897117579,12727.146342419666,40260.377986003135,31.612088557251912,312463.9330348517,409722.3994385407,76.26235067036457,62127.22242390602,91476.13459810396,67.91631795206368,1404.5313496042372,77522.89212388243,77522.89212388243,1.8117633528942405,1808.0883420390871,40260.377986003135,4.490987001333383,73568.43482248626,94.89898120018935,27533.23164358347,40260.377986003135,68.38791144274808,6980.196735021284,104466.34635757844,6.6817659259650295,43614.09355657412,47.67811161697043,221129.38251705177,409722.3994385407,53.970537812937344,32452.064068094984,91476.13459810396,35.47598967826043,13351.414091208617,221129.38251705177,6.03782904796881,5098.663565088644,43614.09355657412,11.690403604226926,73507.85348915626,207777.9684258433,35.378078843518715,158506.17415021916,90119.74830720467,68386.42584301489,56.85567063261306,43.14432936738719,30031.958856600908,18.94687006207031,33678.69203003998,26339.53841127999,26339.53841127999,4479.642169760001,16.617358000400372,Yoro,HNYO,Honduras,HND
01,348880,164584,184296,1688,17306,9.75384259794291,224274,260583,86.06624376878,57870,59433,97.37014789763263,32158,37615,37615,85.49248969825868,10174,17306,58.78885935513695,36037,95.80486508042004,15532,17306,89.74921992372587,413,49078,0.8415175842536371,23606,39.71867481029058,133254,260583,51.13687385593074,15357,59433,25.839180253394577,8322,133254,6.24521590346256,2884,23606,12.21723290688808,42566,125345,33.95907295863417,107421,72810,34611,67.78004300835032,32.219956991649674,17308,16.11230578750896,8608,6220,4574,1646,5.79030171009393,Ahuachapán,SVAH,El Salvador,SLV
02,552938,257932,295006,2686,25848,10.391519653358094,382358,433907,88.11980447423065,83832,86964,96.39850972816338,44665,52145,52145,85.65538402531404,14921,25848,57.72593624264933,49297,94.5383066449324,22773,25848,88.10352831940575,831,69369,1.19794144358431,36529,42.00473759256704,246885,433907,56.898137158423346,15242,86964,17.52679269582816,10682,246885,4.326710816777042,3305,36529,9.047606011661967,79087,237034,33.365255617337596,182885,127481,55404,69.70555266971047,30.294447330289525,48498,26.518303852147525,17792,12799,9429,3370,6.998386964485879,Santa Ana,SVSA,El Salvador,SLV
03,470455,220343,250112,1970,23343,8.439360836224992,312009,354899,87.91487155500579,76417,78561,97.27091050266672,42450,49481,49481,85.79050544653504,13351,23343,57.19487640834512,47470,95.93581374669066,21236,23343,90.97373945079896,559,64862,0.8618297308131109,33664,42.850778376039,196928,354899,55.48846291480111,16471,78561,20.965873652321125,10936,196928,5.553298667533312,3803,33664,11.296934410646388,57923,186551,31.049418121586054,146500,106466,40034,72.67303754266212,27.326962457337885,27424,18.71945392491467,12394,8899,6539,2360,6.074402730375427,Sonsonate,SVSO,El Salvador,SLV
04,185930,87682,98248,1148,9033,12.708956050038749,121973,145166,84.02311836104873,26653,27532,96.80735144559058,15271,17678,17678,86.38420635818531,5399,9033,59.7697332004871,16762,94.81841837311912,7812,9033,86.48289604782464,417,23658,1.7626172964747655,11371,41.30103152695046,69571,145166,47.92513398454184,6798,27532,24.69126834229261,2638,69571,3.791809805809892,784,11371,6.894732213525636,24538,67350,36.43355605048255,62703,16240,46463,25.89987719885811,74.1001228011419,26356,42.03307656730938,13493,9334,6526,2808,14.886050109245172,Chalatenango,SVCH,El Salvador,SLV
05,765879,358057,407822,2539,34140,7.437024018746339,544547,606815,89.73855293623262,115716,120693,95.8763142850041,57126,68490,68490,83.4077967586509,20494,34140,60.02929115407147,64028,93.48518031829464,30738,34140,90.03514938488577,665,90926,0.7313639663022677,52023,43.103576843727474,356129,606815,58.68823282219457,18733,120693,15.52119841250114,15356,356129,4.311920680427598,4676,52023,8.988332083885973,79027,341438,23.145344103468272,248567,200243,48324,80.5589639815422,19.4410360184578,51838,20.854739366046175,24868,17458,12589,4869,7.023458463915162,La Libertad,SVLI,El Salvador,SLV
06,1563371,719683,843688,2916,65382,4.459943103606498,1194865,1273441,93.8296316829755,231446,237527,97.43986999372704,108692,128050,128050,84.88246778602108,41945,65382,64.15374262029304,122343,95.54314720812182,61533,65382,94.11305863999266,803,170893,0.4698846646732166,98153,41.32288118824386,780136,1273441,61.262045120268624,25831,237527,10.874974213457838,40705,780136,5.217679994257412,11598,98153,11.816246064817172,178765,740234,24.149795875358333,513188,495903,17285,96.63183862444173,3.368161375558275,102774,20.026578953521906,46669,32472,23325,9147,6.327505709408638,San Salvador,SVSS,El Salvador,SLV
07,244901,114155,130746,740,12384,5.975452196382429,169685,188419,90.05726598697584,40543,41267,98.2455715220394,21037,24237,24237,86.79704583900647,7680,12384,62.01550387596899,23425,96.64975038164788,11590,12384,93.58850129198966,220,32429,0.6784051312097197,17231,41.754913126711415,103303,188419,54.82621179392736,7440,41267,18.028933530423824,5041,103303,4.879819559935336,1922,17231,11.154314897568335,32959,98482,33.467029507930384,75440,57692,17748,76.47401908801697,23.525980911983034,13823,18.32317073170732,7582,5259,3708,1551,6.971102863202545,Cuscatlán,SVCU,El Salvador,SLV
08,318374,149912,168462,1077,16114,6.68362914236068,217642,244259,89.10296038221723,52822,54242,97.3821024298514,27139,31495,31495,86.16923321162089,9886,16114,61.35037855281122,30182,95.8310842990951,14911,16114,92.53444210003724,393,42066,0.9342461845671088,23886,44.035986873640354,136572,244259,55.91278110530216,9659,54242,17.807234246524832,5890,136572,4.3127434613244295,2086,23886,8.733149125010467,39567,131075,30.186534426854855,103774,64413,39361,62.07046080906586,37.92953919093414,24759,23.858577292963556,11980,8131,5641,2490,7.835295931543547,La Paz,SVPA,El Salvador,SLV
09,143049,65633,77416,1350,8214,16.43535427319211,86303,106022,81.40102997491087,21833,22696,96.19756785336624,14245,16213,16213,87.86159254918893,4736,8214,57.65765765765766,15382,94.87448343921544,6792,8214,82.68809349890431,519,21745,2.3867555759944814,8962,39.487134296792384,48305,106022,45.56129859840411,6689,22696,29.472153683468452,1845,48305,3.819480385053307,568,8962,6.337871010935059,18684,46979,39.770961493433234,42907,16425,26482,38.28046705665742,61.71953294334258,19695,45.901601137343555,11338,7428,4921,2507,17.311860535576944,Cabañas,SVCA,El Salvador,SLV
10,161857,75528,86329,681,8463,8.04679191775966,104807,123890,84.59681975946404,24143,25219,95.7333756294857,14075,16471,16471,85.45322081233684,5022,8463,59.34065934065934,15691,95.26440410418311,7584,8463,89.61361219425736,253,22130,1.1432444645277904,9663,38.31634878464649,63069,123890,50.907256437162,5540,25219,21.967564138149807,2602,63069,4.125640171875248,794,9663,8.216909862361586,25753,60720,42.4127140974967,54095,32943,21152,60.898419447268694,39.101580552731306,20029,37.02560310564747,9791,6627,4541,2086,12.25067011738608,San Vicente,SVSV,El Salvador,SLV
11,325494,151346,174148,1293,16603,7.7877492019514545,206706,246712,83.78433152825967,50253,51638,97.31786668732327,30067,34687,34687,86.68088909389685,10188,16603,61.362404384749745,33334,96.09940323464122,15226,16603,91.70631813527676,624,45702,1.3653669423657608,20868,40.41209961656145,126264,246712,51.17870229255164,11248,51638,21.7824083039622,5590,126264,4.427231831717671,1831,20868,8.77419973164654,47201,121298,38.91325495886165,110028,55056,54972,50.03817210164685,49.96182789835315,41535,37.74948195004908,17460,11553,7663,3890,10.50005453157378,Usulután,SVUS,El Salvador,SLV
12,447634,205441,242193,2076,22565,9.200088632838469,289207,342836,84.35724369669462,71117,73635,96.5804305017994,39740,46011,46011,86.37065049662037,13734,22565,60.86417017504986,43651,94.8707917671861,20219,22565,89.60336804786174,853,61080,1.3965291421087098,30410,41.29829564745026,178700,342836,52.12404764960506,14200,73635,19.28430773409384,6784,178700,3.796306659205372,2093,30410,6.882604406445248,56180,172769,32.51740763678669,146022,91392,54630,62.587829231211735,37.412170768788265,55580,38.06275766665297,21738,14722,10161,4561,10.082042431962307,San Miguel,SVSM,El Salvador,SLV
13,169784,79056,90728,845,9178,9.206798866855523,100655,128116,78.56551874863405,27916,28657,97.41424433820708,15987,18528,18528,86.28562176165804,5295,9178,57.69230769230769,17784,95.98445595854922,8309,9178,90.53170625408586,387,24626,1.571509786404613,11208,39.11086296541857,61150,128116,47.730182022542074,6980,28657,24.357050633353108,2082,61150,3.404742436631235,701,11208,6.254461099214846,24467,59455,41.15213186443529,54853,12401,42452,22.607696935445645,77.39230306455435,20393,37.1775472626839,9631,6647,4618,2029,12.117842232876962,Morazán,SVMO,El Salvador,SLV
14,224375,105063,119312,1619,12062,13.422318023545015,134311,169049,79.45092842903537,34284,35640,96.1952861952862,21347,24471,24471,87.23386866086388,7302,12062,60.537224340905325,22913,93.63328020922724,10359,12062,85.8812800530592,499,32563,1.5324140896109082,13874,38.92817059483726,75614,169049,44.72904305852149,10016,35640,28.10325476992144,2677,75614,3.540349670695903,816,13874,5.8815049733314115,31787,73436,43.285309657388744,72285,16106,56179,22.281247838417375,77.71875216158263,35656,49.32696963408729,13464,8832,5892,2940,12.218302552396764,La Unión,SVUN,El Salvador,SLV
01,3015081,1449203,1565878,18117,167437,10.820189086044303,2064999,2208202,93.514950172131,593836,604910,98.16931444347092,273591,322774,322774,84.76240341539281,90588,167437,54.102737148897795,313130,97.01215091674052,149320,167437,89.17981091395569,7215,432907,1.666639717075492,275580,45.557190325833595,1336435,2208202,60.5214106318172,0,604910,0,45030,1336435,3.369411905554703,21265,275580,7.716452572755642,158141,1298620,12.177619318969368,752843,694241,58602,92.21590690223591,7.784093097764075,45457,6.038045116976581,32601,21637,15308,6329,2.8740388102167382,Guatemala,GT01,Guatemala,GTM
02,176632,87172,89460,1884,10467,17.999426769848093,106212,122703,86.5602308012029,34923,36055,96.8603522396339,17648,21588,21588,81.7491198814156,4889,10467,46.7087035444731,20640,95.60867148415788,8583,10467,82.0005732301519,584,28498,2.049266615201067,14160,39.27333240881986,61433,122703,50.06642054391498,0,36055,0,2105,61433,3.426497159507105,1108,14160,7.824858757062147,8556,59912,14.280945386566964,44213,23606,20607,53.39153642593807,46.60846357406193,3956,8.947594598873634,2194,1434,999,435,3.243389953181191,El Progreso,GT02,Guatemala,GTM
