depto,poblacion_total,poblacion_hombres,poblacion_mujeres,adolescents_out_of_school_count,adolescents_population_13_15,adolescents_out_of_school_rate,adult_literate_count,adult_population_15_plus,adult_literacy_rate,youth_literate_count,youth_population_15_24.x,youth_literacy_rate,primary_completion_count,primary_age_population,primary_school_age_population,primary_completion_rate,lower_secondary_completion_count,lower_secondary_age_population,lower_secondary_completion_rate,primary_enrolled_count,net_primary_enrollment_rate,secondary_enrolled_count,secondary_age_population,net_secondary_enrollment_rate,child_employment_count,child_population_7_14,child_employment_rate,youth_labor_force_count,youth_lfpr_rate,labor_force_count,population_15_plus,lfpr_rate,neet_count,neet_population_15_24,neet_rate,unemployment_count,labor_force_population_15_plus,unemployment_rate,youth_unemployment_count,youth_labor_force_population,youth_unemployment_rate,vulnerable_employment_count,employed_population,vulnerable_employment_rate,total_households,urban_households,rural_households,pct_urban_households,pct_rural_households,households_receiving_remittances,pct_households_receiving_remittances,total_emigrants_household,households_with_emigrants,households_with_1_emigrant,households_with_2plus_emigrants,pct_households_with_emigrants,depto_name,dept_geo_code,Country,ISO3
03,330469,161691,168778,3631,20099,18.065575401761283,211829,235375,89.99638874137015,68046,70266,96.84057723507811,32869,38847,38847,84.61142430560919,9660,20099,48.06209264142495,36706,94.48863490102195,16468,20099,81.93442459823872,1627,51926,3.1333050880098603,33765,48.05311245837247,142208,235375,60.417631439192775,0,70266,0,3237,142208,2.2762432493249323,1576,33765,4.667555160669332,19399,140598,13.79749356320858,76967,68409,8558,88.88094897813349,11.119051021866516,2869,3.727571556641158,2076,1238,818,420,1.6084815570309354,Sacatepéquez,GT03,Guatemala,GTM
04,615776,297154,318622,14264,42716,33.39263976027718,342203,406333,84.21737835716026,132270,136989,96.5551978626021,67750,82970,82970,81.65602024828252,15065,42716,35.26781533851484,78001,94.011088345185,28452,42716,66.60736023972282,5894,111027,5.308618624298594,64496,47.081152501295726,214820,406333,52.86796789825094,0,136989,0,3173,214820,1.477050553952146,1589,64496,2.463718680228231,50057,217541,23.01037505573662,126803,71955,54848,56.74550286665142,43.25449713334858,9738,7.679629030858892,10703,7482,5388,2094,5.900491313297004,Chimaltenango,GT04,Guatemala,GTM
05,733181,365507,367674,8646,44942,19.238129144230346,436852,503903,86.69366921808364,149722,155228,96.4529595176128,72442,89099,89099,81.30506515224637,18835,44942,41.90957233767968,82789,92.917990100899,36296,44942,80.76187085576966,1544,119106,1.2963242825718269,58842,37.90682093436751,245948,503903,48.8086000678702,0,155228,0,12749,245948,5.18361604892091,5410,58842,9.19411304850277,29931,234743,12.750539952203049,184274,113547,70727,61.618568001997026,38.381431998002974,10122,5.492907301084255,6305,4134,2860,1274,2.24339841757383,Escuintla,GT05,Guatemala,GTM
06,396607,195584,201023,4712,25210,18.69099563665212,231159,270166,85.56183975777856,81099,83697,96.89594609125776,39610,49481,49481,80.05092863927568,10127,25210,40.17056723522412,47030,95.04658353711524,20498,25210,81.30900436334788,1417,66154,2.1419717628563655,33518,40.046835609400574,134232,270166,49.68500847627015,0,83697,0,4011,134232,2.98811013767209,2090,33518,6.23545557610836,15810,131638,12.010209817833756,98292,46104,52188,46.90513978757173,53.09486021242827,9098,9.256094087006064,7835,5344,3797,1547,5.436861596060717,Santa Rosa,GT06,Guatemala,GTM
07,421583,201265,220318,9272,29872,31.039100160685592,203077,282335,71.92767457098836,89285,94563,94.41853579095418,43994,56314,56314,78.12266931846432,11154,29872,37.339314408141405,53273,94.59992186667614,20600,29872,68.96089983931441,3240,76122,4.25632537242847,40117,42.42356947220372,141334,282335,50.05897249721076,0,94563,0,1904,141334,1.3471634567761472,1079,40117,2.6896328239898297,31079,142670,21.78383682624238,85607,52892,32715,61.784667141705704,38.215332858294296,8603,10.04941184716203,11996,8559,6235,2324,9.998014181083322,Sololá,GT07,Guatemala,GTM
08,418569,196293,222276,12288,29649,41.44490539309926,197042,274247,71.84837026476133,87194,93612,93.14404136221852,47159,56924,56924,82.84554845056567,9260,29649,31.232082026375256,52539,92.2967465392453,17361,29649,58.55509460690074,4611,76572,6.02178341952672,46359,49.52249711575439,138202,274247,50.393258631817304,0,93612,0,2058,138202,1.4891246146944328,1139,46359,2.456912357902457,27301,140755,19.396113814784556,77530,41917,35613,54.06552302334581,45.93447697665419,6490,8.37095317941442,8282,5403,3682,1721,6.96891525860957,Totonicapán,GT08,Guatemala,GTM
09,799101,377782,421319,12722,51636,24.637849562320863,458551,548868,83.54485960194437,165397,171635,96.3655431584467,82358,98177,98177,83.88726483799668,23842,51636,46.17321248741188,92807,94.53028713446125,38914,51636,75.36215043767913,3725,131690,2.8286126509226213,69008,40.20625163865179,271906,548868,49.539415670070035,0,171635,0,5450,271906,2.004369156988077,2595,69008,3.760433572919082,43796,270181,16.209874121422306,174830,111137,63693,63.568609506377626,36.431390493622374,21674,12.39718583767088,25542,17018,11695,5323,9.734027340845392,Quetzaltenango,GT09,Guatemala,GTM
10,554695,272317,282378,9534,37199,25.629721229065296,294002,364761,80.60127042090575,114108,120043,95.05593828877986,57220,73910,73910,77.41848193749155,13093,37199,35.19718271996559,67873,91.83195778649709,27665,37199,74.3702787709347,1909,98803,1.9321275669767113,47803,39.82156393958832,178520,364761,48.941635756015586,0,120043,0,5888,178520,3.29822989020838,2959,47803,6.189988076062172,32722,174541,18.747457617407942,124226,61919,62307,49.84383301402283,50.15616698597717,9316,7.49923526475939,7036,4864,3504,1360,3.915444431922464,Suchitepéquez,GT10,Guatemala,GTM
11,326828,159745,167083,4238,21242,19.951040391676862,181766,217930,83.40568072316799,67537,70357,95.99187003425388,34286,42283,42283,81.08696166307972,8748,21242,41.18256284718953,39752,94.01414279970672,17004,21242,80.04895960832313,979,56419,1.7352310391889256,25646,36.4512415253635,102054,217930,46.82879823796632,0,70357,0,4305,102054,4.218354988535482,2133,25646,8.317086485221868,20007,98728,20.264767847014017,73712,43150,30562,58.538636856956806,41.461363143043194,6424,8.714998914695029,5586,3877,2854,1023,5.259659214239202,Retalhuleu,GT11,Guatemala,GTM
12,1032277,501142,531135,23464,74211,31.617954211639784,509473,648975,78.50425671250818,204119,214203,95.29231616737394,121903,150070,150070,81.23075897914306,27311,74211,36.80182183234292,138052,91.99173718931164,50747,74211,68.38204578836022,4449,199340,2.2318651550115383,66338,30.96968763275958,250610,648975,38.61627951770099,0,214203,0,6071,250610,2.422489126531264,3200,66338,4.823781241520697,57887,248988,23.24891159413305,203694,57029,146665,27.99738823922158,72.00261176077842,22076,10.83782536549923,31060,19030,11975,7055,9.342445040109183,San Marcos,GT12,Guatemala,GTM
13,1170669,557086,613583,40293,82864,48.62545858273798,506199,717486,70.5517598949666,225225,247240,91.09569648924122,134686,174098,174098,77.36217532654022,16780,82864,20.25004827186715,155643,89.39964847384806,42571,82864,51.37454141726202,10709,229230,4.671727086332504,95145,38.48285067141239,311640,717486,43.43499385353861,0,247240,0,6028,311640,1.9342831472211528,3177,95145,3.339113983919281,75117,316321,23.747079707006492,226029,70433,155596,31.161045706524384,68.83895429347561,35653,15.773639665706613,55851,34301,21068,13233,15.175486331399954,Huehuetenango,GT13,Guatemala,GTM
14,949261,455347,493914,30093,71853,41.881341071354015,374399,580371,64.51028738513813,188506,211462,89.14414883052274,111805,145353,145353,76.9196370215957,15345,71853,21.356102041668407,129315,88.96617200883367,41760,71853,58.118658928645985,10779,192901,5.58784039481392,88628,41.91202201814038,263396,580371,45.38407329105003,0,211462,0,4109,263396,1.5600085043053045,2326,88628,2.624452768876653,69769,270066,25.83405537905549,170442,58106,112336,34.09136245761022,65.90863754238978,18666,10.95152603231598,28926,18124,11282,6842,10.633529294422736,Quiché,GT14,Guatemala,GTM
15,299476,144925,154551,5691,20124,28.279666070363746,143021,194087,73.68911879724041,60909,65286,93.29565297307232,31067,40834,40834,76.08120683743938,6117,20124,30.39654144305307,38155,93.4392907870892,14433,20124,71.72033392963625,2079,54089,3.8436650705319018,27328,41.85889777287627,98170,194087,50.58040981621644,0,65286,0,1913,98170,1.9486604869104611,1080,27328,3.951990632318501,8924,98336,9.0750081353726,68003,29156,38847,42.87457906268841,57.12542093731159,6983,10.268664617737452,8673,5830,4006,1824,8.573151184506566,Baja Verapaz,GT15,Guatemala,GTM
16,1215038,602878,612160,26796,85749,31.249344015673653,491754,742889,66.19481510696752,240744,265053,90.82862672748468,143332,184698,184698,77.60343912765704,18626,85749,21.721536111208295,168153,91.04213364519376,58953,85749,68.75065598432634,9349,241346,3.873691712313442,100051,37.74754483065651,354404,742889,47.70618490783953,0,265053,0,7593,354404,2.142470175280189,4563,100051,4.560674056231322,72399,356160,20.327661725067387,228446,76846,151600,33.63858417306497,66.36141582693503,3975,1.7400173345123136,5671,3236,1869,1367,1.4165273193665024,Alta Verapaz,GT16,Guatemala,GTM
17,545600,272863,272737,10609,37482,28.30425270796649,271483,347416,78.1434936790476,117364,125633,93.41813058670893,61301,77342,77342,79.25965193555895,11608,37482,30.96953204204685,70542,91.20788187530708,26873,37482,71.69574729203352,3364,101915,3.3007898739145367,48638,38.71435052892154,166708,347416,47.98512446174039,0,125633,0,3974,166708,2.3838088154137775,2130,48638,4.379291911674,37277,166098,22.44277474743826,124650,54576,70074,43.78339350180505,56.21660649819495,8866,7.112715603690333,8811,5676,3804,1872,4.553549939831528,Petén,GT17,Guatemala,GTM
18,408688,201859,206829,6848,27691,24.730056697121807,219987,270138,81.43504431068565,85302,89848,94.94034369156796,44352,54409,54409,81.51592567406128,9928,27691,35.852804160196456,49690,91.32680255104854,20843,27691,75.26994330287819,1913,72476,2.639494453336277,35466,39.473332739738225,137074,270138,50.74221323915924,0,89848,0,4629,137074,3.377008039453142,2564,35466,7.229459200360909,27093,134358,20.164783637743938,94786,42740,52046,45.091047201063446,54.908952798936554,9224,9.731394931740974,5723,3829,2674,1155,4.03962610512101,Izabal,GT18,Guatemala,GTM
19,245374,120239,125135,4226,15283,27.651639076097624,138372,169010,81.87207857523224,47888,51531,92.93046903805477,24105,30152,30152,79.94494560891484,5597,15283,36.62239089184061,27125,89.96086495091537,11057,15283,72.34836092390238,1103,40182,2.7450102035737394,20068,38.94354854359512,83332,169010,49.30595822732383,0,51531,0,2953,83332,3.543656698507176,1338,20068,6.66733107434722,15000,81482,18.408973761076066,59432,27959,31473,47.043680172297755,52.956319827702245,5287,8.895881006864988,3676,2394,1619,775,4.028132992327365,Zacapa,GT19,Guatemala,GTM
20,415063,199910,215153,10430,28575,36.500437445319335,196723,268989,73.134217384354,80756,89311,90.4211127408718,42229,56226,56226,75.1058229288941,7130,28575,24.95188101487314,51035,90.7676164052218,18145,28575,63.499562554680665,2317,74845,3.095731177767386,31700,35.49394811389414,115801,268989,43.05045931246259,0,89311,0,2736,115801,2.362673897462025,1388,31700,4.378548895899054,19490,115382,16.891716212234144,90917,35750,55167,39.32157902262503,60.67842097737497,9704,10.673471407987504,10420,6705,4397,2308,7.374858387320304,Chiquimula,GT20,Guatemala,GTM
21,342923,165871,177052,7889,24337,32.41566339318733,172679,220149,78.43733108031378,71479,76197,93.808155176713,36275,47579,47579,76.24161920174868,6945,24337,28.5367958252866,44133,92.7573088967822,16448,24337,67.58433660681267,2865,63329,4.52399374694058,33784,44.33770358413061,113835,220149,51.70816129076216,0,76197,0,1853,113835,1.6277946150129574,967,33784,2.8623016812692397,17320,114847,15.080933764051304,73468,46369,27099,63.114553274895194,36.885446725104806,8369,11.391354058910002,8164,5432,3617,1815,7.393695214242936,Jalapa,GT21,Guatemala,GTM
22,488395,237263,251132,6533,31260,20.898912348048626,271556,334228,81.24872841293967,99355,103342,96.14193648274662,49431,60923,60923,81.13684486975362,12497,31260,39.97760716570697,58497,96.0179242650559,24727,31260,79.10108765195137,2032,81499,2.493282126161058,39317,38.045518762942464,158486,334228,47.418528669052264,0,103342,0,3941,158486,2.486654972678975,2146,39317,5.458198743546049,25200,156577,16.09431781168371,116767,59892,56875,51.291888975481086,48.708111024518914,15507,13.280293233533447,13938,9432,6591,2841,8.077624671354064,Jutiapa,GT22,Guatemala,GTM
